Date,Lobbyist,Lobbyist_Firm,Official,Official_Department,Lobbyist_Client,MunicipalDecision,DesiredOutcome,FileNumber,LobbyingSubjectArea
11/12/2015,"Cuerington, Andre",Trust Company Of The West,"Schwartz, Glen",Retirement Board San Francisco Employees,Trust Company Of The West,None - Informational Email 11-12-15,Provide investment management services.,,City Employee Benefits
11/05/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Chang, Tina","Planning, Department Of","430 Eddy Street Partners, Llc",430 Eddy Street,Approval,,Planning and Building Permits
11/20/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp","Campos, Jose","Community Investment And Infrastructure, Office Of","Tishman Speyer Properties, L.p.",Block 1,Approval,,Economic Development
11/02/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Walls, Mark",Building Inspection Department Of,Unicorn Consulting,General Billable,Approval,Group Housing,Planning and Building Permits
11/06/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp","Sanchez, Scott",Zoning Administrator,Itvs Independent Television Service,435 Brannan,Approval,,Planning and Building Permits
11/17/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Richards, Dennis",Planning Commission,Field Storage Corp. - Storage Pro,135 Townsend Street,Approval,2014.1315,Planning and Building Permits
11/11/2015,"Cuerington, Andre",Trust Company Of The West,"Coaker, Bill",Retirement Board San Francisco Employees,Trust Company Of The West,None - Informational Email 11-11-15,Provide investment management services.,,City Employee Benefits
11/11/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp","Jacinto, Michael","Planning, Department Of","Tishman Speyer Properties, L.p.",Block 1,Approval,,Economic Development
11/03/2015,"Vettel, Steve",Farella Braun And Martel,"Rahaim, John","Planning, Department Of",Group I,Project Approval 950 Market Street,Approval of 950 Market Street project,,Planning and Building Permits
11/18/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Bollinger, Brett","Planning, Department Of",Hudson Pacific Properties,875 Howard,Approval,,Planning and Building Permits
11/23/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Asbagh, Claudine","Planning, Department Of","Presidio Bay Capital, Llc",1436-1498 Polk Street,Approval,2014.0284,Planning and Building Permits
11/12/2015,"Loper, Mark","Reuben, Junius & Rose, Llp","Chang, Tina","Planning, Department Of",Grosvenor Americas,240 Pacific Avenue,Approval,2013.1757,Planning and Building Permits
11/06/2015,"Loper, Mark","Reuben, Junius & Rose, Llp","Uchida, Kansai","Planning, Department Of",Nixon Peabody Llp,Oceanwide Center (50 First Street),Approval,2006.1523,Planning and Building Permits
11/10/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp","Thomas, Christopher","Planning, Department Of","Tishman Speyer Properties, L.p.",598 Brannan,Approval,2012.0640,Planning and Building Permits
11/03/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Frye, Tim","Planning, Department Of",Simon Michael,2778 Green Street Land Use Counsel,Approval,,Planning and Building Permits
11/19/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Schuett, Rachel","Planning, Department Of",Mill Creek Residential Trust,390 First Street,Approval,,Planning and Building Permits
11/16/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Espiritu, Christopher","Planning, Department Of",Rubicon Point Partners,1125 Mission Street,Approval,2014-002628,Planning and Building Permits
11/10/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Wong, Norman",Municipal Transportation Agency,Nixon Peabody Llp,Oceanwide Center (50 First Street),Approval,2006.1523,Planning and Building Permits
11/13/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Haddadan, Kimia","Planning, Department Of","The Mosser Companies, Inc.",952 Sutter,Approval,Costa Hawkins Agreement,Planning and Building Permits
11/18/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Havens, Robin","Economic And Workforce Development, Office Of",Nixon Peabody Llp,Oceanwide Center (50 First Street),Approval,2006.1523,Planning and Building Permits
11/10/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp","Jones, Sara","Planning, Department Of","Tishman Speyer Properties, L.p.",598 Brannan,Approval,2012.0640,Planning and Building Permits
11/24/2015,"Vettel, Steve",Farella Braun And Martel,"Wu, Cindy",Planning Commission,"Rmtex22, Llc",Project Approval 1395 22nd Street,Approval of 1395 22nd Street project,,Planning and Building Permits
11/09/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Major, Erica",Board Of Supervisors,Armstrong Development Properties Inc.,601 Mission Cvs - Signage,Approval,Liquor License Transfer Application,Planning and Building Permits
11/13/2015,"Loper, Mark","Reuben, Junius & Rose, Llp","Espiritu, Chris","Planning, Department Of",Grosvenor Americas,240 Pacific Avenue,Approval,2013.1757,Planning and Building Permits
11/20/2015,"Flood, Karin",Karin Flood,"Lazar, David",Police Department,Usbid,Tour Buses,Tour buses safety regulation and safety,,Public Safety
11/12/2015,"Cuerington, Andre",Trust Company Of The West,"Coaker, Bill",Retirement Board San Francisco Employees,Trust Company Of The West,None - Informational Email 11-12-15,Provide investment management services.,,City Employee Benefits
11/11/2015,"Flood, Karin",Karin Flood,"Funghi, John",Municipal Transportation Agency,Usbid,Central Subway Project,Invitation to speak at meeting for central subway project construction,,Transportation
11/13/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Rich, Ken",City Attorney Office Of The,Nixon Peabody Llp,Oceanwide Center (50 First Street),Approval,2006.1523,Planning and Building Permits
11/17/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Espiritu, Christopher","Planning, Department Of",Rubicon Point Partners,1125 Mission Street,Approval,2014-002628,Planning and Building Permits
11/02/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Vu, Doug","Planning, Department Of","Dkr Partners, Lp",750 Harrison Street,Approval,2013.0485,Planning and Building Permits
11/13/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Havens, Robin","Economic And Workforce Development, Office Of",Nixon Peabody Llp,Oceanwide Center (50 First Street),Approval,2006.1523,Planning and Building Permits
11/02/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Lewis, Don","Planning, Department Of",Field Storage Corp. - Storage Pro,135 Townsend Street,Approval,2014.1315,Planning and Building Permits
11/04/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Sanguinetti, Jerry",Public Works Department Of,Nixon Peabody Llp,Oceanwide Center (50 First Street),Approval,2006.1523,Planning and Building Permits
11/11/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Poling, Jeanie","Planning, Department Of",Mark Solit,737 Buena Vista Avenue West,Approval,2015.012806,Planning and Building Permits
11/09/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp","Malamut, John",City Attorney Office Of The,"Tishman Speyer Properties, L.p.",201 Folsom,Approval,Post Approval Issues,Planning and Building Permits
11/30/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp","Schuett, Rachel","Planning, Department Of",Tidewater Capital,1028 Market Street,Approval,2014.0241 Street Widening Issues,Planning and Building Permits
11/19/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Sucre, Richard","Planning, Department Of",Mill Creek Residential Trust,390 First Street,Approval,,Planning and Building Permits
11/24/2015,"Flood, Karin",Karin Flood,"Burns, Kanishka",Board Of Supervisors,Usbid,Building Improvements,Improvements on the fa̤ade of Tiffany & Co,,Planning and Building Permits
11/04/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Boudreaux, Marcelle","Planning, Department Of","Bmw Properties, Llc",4171 24th Street,Approval,2014.000437,Planning and Building Permits
11/04/2015,"Parrinello, James R.",Nielsen Merksamer Parrinello Gross & Leoni Llp,"Wasserman, David",Rent Board,Coalition For Better Housing,Regulation Concerning Retroactivity Of Provisions Of The Ordinance 171-15 (File No. 150646) Concerning Subletting And Assignment,Prospective application,,Housing/Property Tax
11/13/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Sucre, Richard","Planning, Department Of",Rubicon Point Partners,1125 Mission Street,Approval,2014-002628,Planning and Building Permits
11/25/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Rodgers, Anmarie","Planning, Department Of",Kiernan Harty,965 Powhattan Avenue,Approval,Subdivision Appeal,Planning and Building Permits
11/17/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Johnson, Christine D.",Planning Commission,Field Storage Corp. - Storage Pro,135 Townsend Street,Approval,2014.1315,Planning and Building Permits
11/10/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp","Wertheim, Steve","Planning, Department Of",One Vassar Llc,One Vassar,Approval,2013.1545,Planning and Building Permits
11/11/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Haddadan, Kimia","Planning, Department Of","The Mosser Companies, Inc.",952 Sutter,Approval,Costa Hawkins Agreement,Planning and Building Permits
11/23/2015,"Flood, Karin",Karin Flood,"Dodge, Sam",Mayor Office Of The,Usbid,Homeless Services,Better coordination around homeless services,,Social Services
11/13/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp","Bohee, Tiffany","Economic And Workforce Development, Office Of","Tishman Speyer Properties, L.p.",Block 1,Approval,,Economic Development
11/25/2015,"Flood, Karin",Karin Flood,"Reiskin, Ed",Transportation Authority,Usbid,Tour Buses,Tour buses safety regulation and safety,,Public Safety
11/18/2015,"Loper, Mark","Reuben, Junius & Rose, Llp","Jones, Heather","Planning, Department Of","Mt Ventures, Llc",2750 19th,Approval,2014-0999,Planning and Building Permits
11/04/2015,"Flood, Karin",Karin Flood,"Suhr, Greg",Police Department,Usbid,Security Cameras,Security cameras/ Silicon Valley community foundation grant,,Public Safety
11/04/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp","Malamut, John",City Attorney Office Of The,"Tishman Speyer Properties, L.p.",201 Folsom,Approval,Post Approval Issues,Planning and Building Permits
11/04/2015,"Flood, Karin",Karin Flood,"Willson, Hank",Transportation Authority,Usbid,Tour Buses,Tour buses safety regulation and safety,,Public Safety
11/20/2015,"Loper, Mark","Reuben, Junius & Rose, Llp","Yeung, Ming","Planning, Department Of",J Street Development Inc.,1196 Columbus,Approval,2014-002849,Planning and Building Permits
11/16/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Mickelson, Susan","Planning, Department Of","The Swig Company, Llc",633 Folsom Street - Rezoning (Code 705),Approval,2014.1063,Planning and Building Permits
11/05/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Suess, Jeff",General Services Agency,Nixon Peabody Llp,Oceanwide Center (50 First Street),Approval,2006.1523,Planning and Building Permits
11/23/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp","Schuett, Rachel","Planning, Department Of",Tidewater Capital,1028 Market Street,Approval,2014.0241 Street Widening Issues,Planning and Building Permits
11/12/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Schuett, Rachel","Planning, Department Of",Mill Creek Residential Trust,390 First Street,Approval,,Planning and Building Permits
11/18/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Asbagh, Claudine","Planning, Department Of","Presidio Bay Capital, Llc",1436-1498 Polk Street,Approval,2014.0284,Planning and Building Permits
11/05/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Gorham, Claudia",General Services Agency,Nixon Peabody Llp,Oceanwide Center (50 First Street),Approval,2006.1523,Planning and Building Permits
11/03/2015,"Flood, Karin",Karin Flood,"Rhorer, Trent",City Administrator,Usbid,Homelessness,Information on Laura's Law,,Social Services
11/17/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp","Salinas, Jim","Community Investment And Infrastructure, Office Of",Golub Real Estate Corp.,Block 5 Entitlements,Approval,2014.002085,Planning and Building Permits
11/18/2015,"Flood, Karin",Karin Flood,"Lazar, David",Police Department,Usbid,Tour Buses,Tour buses safety regulation and safety,,Public Safety
11/03/2015,"Flood, Karin",Karin Flood,"Mannix, Ann",311 Customer Service Center,Usbid,Powell Street Improvement Project Safety,Traffic control and enforcement on Powell St.,,Transportation
11/12/2015,"Cuerington, Andre",Trust Company Of The West,"Mchugh, Eunice",Retirement Board San Francisco Employees,Trust Company Of The West,None - Informational Email 11-12-15,Provide investment management services.,,City Employee Benefits
11/25/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Range, Jessica","Planning, Department Of",Rubicon Point Partners,1125 Mission Street,Approval,2014-002628,Planning and Building Permits
11/18/2015,"Flood, Karin",Karin Flood,"Dodge, Sam",Mayor Office Of The,Usbid,Homelessness Issue,Understand 311 Hotline to help homeless individuals,,Public Safety
11/20/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Hayes-White, Joanne",Fire Department,Nixon Peabody Llp,Oceanwide Center (50 First Street),Approval,2006.1523,Planning and Building Permits
11/04/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Hallisey, Jeremy","Economic And Workforce Development, Office Of",Kilroy Realty Corporation,100 Hooper,Approval,,Planning and Building Permits
11/20/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Chang, Tina","Planning, Department Of","430 Eddy Street Partners, Llc",430 Eddy Street,Approval,,Planning and Building Permits
11/04/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Schuett, Rachel","Planning, Department Of",Mill Creek Residential Trust,390 First Street,Approval,,Planning and Building Permits
11/11/2015,"Loper, Mark","Reuben, Junius & Rose, Llp","Espiritu, Chris","Planning, Department Of",Grosvenor Americas,240 Pacific Avenue,Approval,2013.1757,Planning and Building Permits
11/16/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp","Hallisey, Jeremy","Economic And Workforce Development, Office Of",Kilroy Realty Corporation,100 Hooper,Approval,,Planning and Building Permits
11/17/2015,"Prozan, Rebecca","Google, Inc.","Nolan, Tom",Municipal Transportation Agency,"Prozan, Rebecca",Discussion Of Corporate Shuttle Program,Discuss information regarding program,,Transportation
11/02/2015,"Loper, Mark","Reuben, Junius & Rose, Llp","Jones, Heather","Planning, Department Of",Equity Residential,Soma Square Annex,Approval,,Planning and Building Permits
11/09/2015,"Parrinello, James R.",Nielsen Merksamer Parrinello Gross & Leoni Llp,"Wasserman, David",Rent Board,Coalition For Better Housing,Regulation Concerning Retroactivity Of Provisions Of The Ordinance 171-15 (File No. 150646) Concerning Subletting And Assignment,Prospective application,,Housing/Property Tax
11/30/2015,"Kevlin, John","Reuben, Junius & Rose, Llp","Bendix, Brittany","Planning, Department Of",Kiernan Harty,965 Powhattan Avenue,Approval,Subdivision Appeal,Planning and Building Permits
11/24/2015,"Flood, Karin",Karin Flood,"Lazar, David",Police Department,Usbid,Homelessness,Information on Laura's Law,,Social Services
11/04/2015,"Vettel, Steve",Farella Braun And Martel,"Pearlman, Jonathan",Historic Preservation Commission,Walden Development Llc,Project Approval 901 16th Street,Approval of 901 16th Street project,,Planning and Building Permits
11/10/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp","Dennis, Sarah",Mayor Office Of The,One Vassar Llc,One Vassar,Approval,2013.1545,Planning and Building Permits
