Date,Lobbyist,Lobbyist_Firm,Amount,Lobbyist_Client
12/01/2010,"Lauter, Samuel","Barnes, Mosher, Whitehurst, Lauter And Partners, Inc.",$10000.00,Universal Paragon Corporation
07/31/2010,"Gruwell, Chris",Platinum Advisors,$7500.00,At&t
12/01/2012,"Daniller-Katz, Gia",Daniller Consulting Inc.,$6000.00,Jfcs
05/31/2014,"Gruwell, Chris",Platinum Advisors,$2000.00,Black & Veatch
01/31/2013,"Gladstone, Brett",Gladstone & Associates,$850.00,"Bst, Llc"
05/31/2014,"Rossi, Jaime",Barbary Coast Consulting,$0.00,Walgreens
09/01/2013,"Lapointe, Denise",Lapointe And Associates,$10000.00,Lennar Urban
11/30/2011,"Loeven, Lewis",Loeven And Associates,$7500.00,Harris Corporation
08/01/2011,"Smolens, H. Marcia",Hms Associates,$15000.00,Millennium Partners
12/31/2013,"Clemens, Alex",Barbary Coast Consulting,$0.00,Sf Spca
09/06/2012,"Smolens, H. Marcia",Hms Associates,$3000.00,Serco Inc.
05/31/2013,"Gruwell, Chris",Platinum Advisors,$2500.00,Pma Consultants
07/31/2011,"Gruwell, Chris",Platinum Advisors,$0.00,"Mission Yogurt, Inc."
10/31/2012,"Gruwell, Chris",Platinum Advisors,$5000.00,"Stv, Inc."
12/27/2011,"Newman, John",John Newman,$741.00,New South Parking
09/01/2010,"Rossi, Jaime",Barbary Coast Consulting,$5000.00,Walgreens
08/04/2014,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,San Francisco Arts Alliance
08/01/2011,"Smolens, H. Marcia",Hms Associates,$7000.00,"Comcast Cable Communications, Inc."
10/31/2012,"Gruwell, Chris",Platinum Advisors,$12500.00,Airbnb
04/15/2011,"Smolens, H. Marcia",Hms Associates,$15000.00,Parkmerced
02/28/2011,"Gruwell, Chris",Platinum Advisors,$5000.00,Shaw Group
02/29/2012,"Gruwell, Chris",Platinum Advisors,$0.00,Oceana
04/30/2012,"Gregg, Andrew",Atg Consulting,$2000.00,Peter Fenton
04/01/2014,"Lapointe, Denise",Lapointe And Associates,$10000.00,Archdiocese Of San Francisco
04/30/2012,"Gruwell, Chris",Platinum Advisors,$3000.00,Zipcar
03/14/2013,"Gladstone, Brett",Hanson Bridgett Llp,$5409.00,Victor Vitlin
01/31/2012,"Gruwell, Chris",Platinum Advisors,$2500.00,Supershuttle
12/31/2012,"Gruwell, Chris",Platinum Advisors,$15000.00,Zynga
10/31/2013,"Gruwell, Chris",Platinum Advisors,$1000.00,Shn
10/31/2013,"Gruwell, Chris",Platinum Advisors,$0.00,"Wine & Spirits Wholesalers Of California, Inc."
10/31/2011,"Gruwell, Chris",Platinum Advisors,$5000.00,Parsons Brinkerhoff
10/31/2011,"Gruwell, Chris",Platinum Advisors,$15000.00,Recology
11/30/2012,"Gruwell, Chris",Platinum Advisors,$3000.00,Zipcar
07/01/2013,"Smith, Kimberly",Kls Consulting,$4000.00,De Anza Properties
03/31/2014,"Gruwell, Chris",Platinum Advisors,$3000.00,Wasserman Media Group
03/31/2011,"Gruwell, Chris",Platinum Advisors,$0.00,Ch2m-Hill
05/31/2010,"Tourk, Alex",Ground Floor Public Affairs,$2500.00,Medjool Restaurant
02/01/2011,"Lauter, Samuel","Barnes, Mosher, Whitehurst, Lauter And Partners, Inc.",$10000.00,Universal Paragon Corporation
03/31/2011,"Gruwell, Chris",Platinum Advisors,$2500.00,Pma Consultants
07/31/2012,"Gruwell, Chris",Platinum Advisors,$0.00,Distilled Spirits Council Of The Us
05/31/2013,"Tourk, Alex",Ground Floor Public Affairs,$20000.00,Sfciti: San Francisco Citizens Initiative For Technology And Innovation
02/28/2013,"Gruwell, Chris",Platinum Advisors,$0.00,Board Of Directors Of San Francisco Zoological Society
12/31/2012,"Gruwell, Chris",Platinum Advisors,$2500.00,Pma Consultants
07/31/2011,"Rossi, Jaime",Barbary Coast Consulting,$0.00,Walgreens
02/28/2011,"Gruwell, Chris",Platinum Advisors,$15000.00,Aecom
11/30/2011,"Gruwell, Chris",Platinum Advisors,$3000.00,Zipcar
07/01/2014,"Lapointe, Denise",Lapointe And Associates,$7500.00,Forest City Enterprises
07/31/2012,"Gruwell, Chris",Platinum Advisors,$3800.00,Accela
10/10/2010,"Gregg, Andrew",Atg Consulting,$2000.00,Shorentstein Properties Llc
06/04/2014,"Smolens, H. Marcia",Hms Associates,$12500.00,Sf Waterfront Partners
11/30/2013,"Gruwell, Chris",Platinum Advisors,$5000.00,Shorenstein
07/02/2013,"Smolens, H. Marcia",Hms Associates,$12500.00,Sf Waterfront Partners
08/02/2010,"Lauter, Samuel","Barnes, Mosher, Whitehurst, Lauter And Partners, Inc.",$2000.00,Pacific Union Club
10/12/2010,"Newman, John",John Newman,$968.00,New South Parking
01/31/2013,"Gruwell, Chris",Platinum Advisors,$5000.00,Clear Channel Airports
07/31/2010,"Tourk, Alex",Ground Floor Public Affairs,$5000.00,National Promotions And Ads
04/01/2011,"Lauter, Samuel","Bmwl & Partners, Inc",$5000.00,Mcdonald's
02/28/2011,"Gruwell, Chris",Platinum Advisors,$0.00,Waste Management Corporation
05/20/2014,"Garland, Marsha",Marsha Garland Public Relations,$500.00,"Wendy Zeng, Wendy"
03/01/2010,"Tourk, Alex",Ground Floor Public Affairs,$2500.00,Family House
04/01/2013,"Lesser, Philip",Philip Lesser,$2500.00,"Knowles, Jack"
09/01/2010,"Smolens, H. Marcia",Hms Associates,$6000.00,Pier 39
08/15/2011,"Smolens, H. Marcia",Hms Associates,$3000.00,Wilson Meany Sullivan
04/30/2011,"Gruwell, Chris",Platinum Advisors,$0.00,California Beer & Beverage Distributors Association
08/31/2013,"Gruwell, Chris",Platinum Advisors,$12500.00,Airbnb
04/30/2010,"Gruwell, Chris",Platinum Advisors,$7500.00,Redflex
06/06/2012,"Smolens, H. Marcia",Hms Associates,$9000.00,Serco Inc.
06/02/2011,"Smolens, H. Marcia",Hms Associates,$12500.00,Sf Waterfront Partners
01/31/2013,"Kingston, Ronald",California Political Consulting Group,$561.00,San Francisco Association Of Realtors
02/07/2013,"Smolens, H. Marcia",Hms Associates,$15000.00,Millennium Partners
07/02/2012,"Smolens, H. Marcia",Hms Associates,$7000.00,"Comcast Cable Communications, Inc."
05/31/2014,"Gruwell, Chris",Platinum Advisors,$3000.00,Zipcar
01/31/2013,"Clemens, Alex",Barbary Coast Consulting,$5000.00,Car2go
04/30/2014,"Clemens, Alex",Barbary Coast Consulting,$1200.00,"Paramount Group, Inc."
09/30/2011,"Gruwell, Chris",Platinum Advisors,$15000.00,Recology
12/31/2012,"Rossi, Jaime",Barbary Coast Consulting,$5000.00,Walgreens
09/30/2012,"Gruwell, Chris",Platinum Advisors,$5000.00,Adjusters International
04/30/2014,"Gruwell, Chris",Platinum Advisors,$3500.00,Brown And Caldwell
11/01/2011,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,American Beverage Association
03/31/2014,"Gruwell, Chris",Platinum Advisors,$12500.00,Airbnb
09/30/2013,"Clemens, Alex",Barbary Coast Consulting,$2000.00,Safeway
12/01/2013,"Daniller-Katz, Gia",Daniller Consulting Inc.,$6000.00,Jfcs
01/03/2014,"Smolens, H. Marcia",Hms Associates,$6000.00,Pier 39
06/30/2012,"Clemens, Alex",Barbary Coast Consulting,$6312.50,Car2go
03/31/2011,"Tourk, Alex",Ground Floor Public Affairs,$11250.00,Ch2mhill
09/30/2012,"Gruwell, Chris",Platinum Advisors,$0.00,Nick Podell Inc.
11/01/2010,"Lauter, Samuel","Barnes, Mosher, Whitehurst, Lauter And Partners, Inc.",$2000.00,Pacific Union Club
12/04/2012,"Smolens, H. Marcia",Hms Associates,$5000.00,"Xerox Business Services, Llc And Its Affiliates"
11/15/2010,"Smolens, H. Marcia",Hms Associates,$15000.00,Parkmerced
06/01/2014,"Lesser, Philip",Philip Lesser,$2500.00,Jcn Developers Llc
04/30/2013,"Gruwell, Chris",Platinum Advisors,$0.00,Oceana
08/31/2014,"Gruwell, Chris",Platinum Advisors,$3000.00,Zipcar
10/31/2011,"Gruwell, Chris",Platinum Advisors,$5000.00,California Strategies
06/29/2012,"Gruwell, Chris",Platinum Advisors,$10000.00,"Fluor Enterprises, Inc."
01/31/2012,"Clemens, Alex",Barbary Coast Consulting,$0.00,California Pacific Medical Center
09/01/2011,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,American Beverage Association
05/31/2012,"Rossi, Jaime",Barbary Coast Consulting,$5000.00,Walgreens
05/03/2011,"Smolens, H. Marcia",Hms Associates,$15000.00,Millennium Partners
08/31/2010,"Gruwell, Chris",Platinum Advisors,$5000.00,"Cubic Transportation Systems, Inc."
07/31/2011,"Clemens, Alex",Barbary Coast Consulting,$2950.00,Jewish Home
11/30/2012,"Rossi, Jaime",Barbary Coast Consulting,$2500.00,Adco
07/31/2014,"Rossi, Jaime",Barbary Coast Consulting,$0.00,Adco
07/31/2014,"Rossi, Jaime",Barbary Coast Consulting,$0.00,Adco
08/31/2010,"Gruwell, Chris",Platinum Advisors,$0.00,Wine & Spirits Wholesalers Of California
01/31/2014,"Rossi, Jaime",Barbary Coast Consulting,$5000.00,Walgreens
02/28/2013,"Peterson, Rich","Goodyear-Peterson, Llc",$4500.00,Hearst Corporation
09/30/2011,"Gruwell, Chris",Platinum Advisors,$5000.00,"Stv, Inc."
04/30/2014,"Gruwell, Chris",Platinum Advisors,$0.00,"Wine & Spirits Wholesalers Of California, Inc."
02/28/2013,"Gruwell, Chris",Platinum Advisors,$2500.00,Supershuttle
06/30/2011,"Smiley, Libby",Barbary Coast Consulting,$0.00,Walgreens
01/01/2014,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,N. Ca Presbyterian Homes & Services
12/31/2010,"Gruwell, Chris",Platinum Advisors,$2500.00,Boston Properties Limited Partnership
09/30/2011,"Gruwell, Chris",Platinum Advisors,$0.00,Hdr
11/30/2010,"Gruwell, Chris",Platinum Advisors,$0.00,Ameresco
06/16/2010,"Smolens, H. Marcia",Hms Associates,$15000.00,Parkmerced
05/04/2013,"Smolens, H. Marcia",Hms Associates,$7000.00,"Comcast Cable Communications, Inc."
09/01/2011,"Smolens, H. Marcia",Hms Associates,$5000.00,Acs Government Solutions
07/31/2013,"Gruwell, Chris",Platinum Advisors,$5000.00,Baybio
03/31/2013,"Gruwell, Chris",Platinum Advisors,$3000.00,Microsoft Corporation
03/31/2011,"Gregg, Andrew",Atg Consulting,$1000.00,Townsend Street Assoc. Llc
09/02/2013,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,N. Ca Presbyterian Homes & Services
06/30/2013,"Rossi, Jaime",Barbary Coast Consulting,$2500.00,Adco
05/31/2011,"Gruwell, Chris",Platinum Advisors,$10000.00,"Fluor Enterprises, Inc."
07/06/2010,"Lauter, Samuel","Barnes, Mosher, Whitehurst, Lauter And Partners, Inc.",$12500.00,"Mirant California, Llc"
08/03/2011,"Smolens, H. Marcia",Hms Associates,$7500.00,Parkmerced
12/31/2013,"Gruwell, Chris",Platinum Advisors,$15000.00,Aecom
06/30/2010,"Gruwell, Chris",Platinum Advisors,$2500.00,Insinkerator
04/30/2013,"Gruwell, Chris",Platinum Advisors,$10000.00,Cb&i
06/29/2012,"Gruwell, Chris",Platinum Advisors,$2500.00,The Drc Group
07/31/2010,"Gruwell, Chris",Platinum Advisors,$0.00,Board Of Directors Of San Francisco Zoological Society
10/31/2013,"Gruwell, Chris",Platinum Advisors,$3000.00,Golub
01/31/2013,"Peterson, Rich","Goodyear-Peterson, Llc",$4500.00,Hearst Corporation
06/06/2012,"Smolens, H. Marcia",Hms Associates,$12500.00,Sf Waterfront Partners
01/31/2010,"Gruwell, Chris",Platinum Advisors,$4000.00,Clear Channel Outdoor
02/03/2011,"Smolens, H. Marcia",Hms Associates,$12500.00,Sf Waterfront Partners
12/30/2012,"Smolens, H. Marcia",Hms Associates,$3000.00,Serco Inc.
09/30/2011,"Gruwell, Chris",Platinum Advisors,$2000.00,Oceana
04/30/2010,"Gruwell, Chris",Platinum Advisors,$5000.00,Parsons Brinkerhoff
12/31/2012,"Gruwell, Chris",Platinum Advisors,$15000.00,Aecom
04/30/2011,"Gruwell, Chris",Platinum Advisors,$5000.00,"Stv, Inc."
03/31/2013,"Gladstone, Brett",Hanson Bridgett Llp,$0.00,Factory O
03/31/2011,"Edgette, Frieda",Barbary Coast Consulting,$2000.00,California Music And Culture Association
04/30/2013,"Gruwell, Chris",Platinum Advisors,$7500.00,Salesforce.com Inc.
06/30/2014,"Clemens, Alex",Barbary Coast Consulting,$0.00,Car2go
12/31/2010,"Gruwell, Chris",Platinum Advisors,$0.00,California Beer & Beverage Distributors Association
02/28/2013,"Gruwell, Chris",Platinum Advisors,$0.00,Koret Family House
08/17/2012,"Vettel, Steve",Farella Braun And Martel,$130.00,Wysteria Llc
10/31/2012,"Rossi, Jaime",Barbary Coast Consulting,$2500.00,Adco
10/31/2011,"Gruwell, Chris",Platinum Advisors,$5000.00,"Stv, Inc."
02/29/2012,"Gruwell, Chris",Platinum Advisors,$3500.00,Brown And Caldwell
05/31/2010,"Gruwell, Chris",Platinum Advisors,$2500.00,Boston Properties Limited Partnership
10/31/2013,"Gruwell, Chris",Platinum Advisors,$0.00,Stanley Steamer
12/31/2010,"Gruwell, Chris",Platinum Advisors,$0.00,Board Of Directors Of San Francisco Zoological Society
01/01/2014,"Lapointe, Denise",Lapointe And Associates,$1500.00,Protect Our Benefits
05/31/2011,"Gruwell, Chris",Platinum Advisors,$0.00,Beer Institute
02/29/2012,"Gruwell, Chris",Platinum Advisors,$0.00,Stanley's Steamers
02/01/2012,"Daniller-Katz, Gia",Daniller Consulting Inc.,$6500.00,Jpmorgan Chase
11/30/2013,"Gruwell, Chris",Platinum Advisors,$0.00,Oceana
06/30/2011,"Gruwell, Chris",Platinum Advisors,$0.00,Nick Podell Inc.
10/31/2013,"Gruwell, Chris",Platinum Advisors,$0.00,San Francisco Fire Fighters Local 798
08/31/2011,"Gruwell, Chris",Platinum Advisors,$0.00,Beer Institute
12/31/2013,"Gruwell, Chris",Platinum Advisors,$0.00,Foster Interstate Media Inc.
05/31/2013,"Gruwell, Chris",Platinum Advisors,$10000.00,Recology
04/30/2013,"Gruwell, Chris",Platinum Advisors,$5000.00,Veolia Water North America
11/01/2013,"Lapointe, Denise",Lapointe And Associates,$5000.00,Lennar Communities
10/31/2010,"Gruwell, Chris",Platinum Advisors,$5000.00,Shaw Group
01/15/2010,"Lapointe, Denise",Lapointe And Associates,$10000.00,Lennar Urban
06/30/2010,"Gruwell, Chris",Platinum Advisors,$7500.00,Oracle
09/01/2012,"Smith, Kimberly",Kls Consulting,$5000.00,Safeway Inc
03/27/2012,"Vettel, Steve",Farella Braun And Martel,$65.00,California Masonic Memorial Temple
05/31/2012,"Gruwell, Chris",Platinum Advisors,$2000.00,Boston Properties Limited Partnership
01/02/2012,"Lauter, Samuel","Bmwl & Partners, Inc",$15000.00,Equity Office
09/30/2013,"Smith, Alexis",Barbary Coast Consulting,$5000.00,Rag & Bone
09/30/2012,"Peterson, Rich","Goodyear-Peterson, Llc",$10000.00,Market Street Place
08/31/2013,"New, Janan",Sfaa,$7500.00,Sfaa
07/31/2012,"Gruwell, Chris",Platinum Advisors,$0.00,Nick Podell Inc.
12/31/2012,"Clemens, Alex",Barbary Coast Consulting,$0.00,California Pacific Medical Center
03/02/2010,"Vettel, Steve",Farella Braun And Martel,$305.00,California Masonic Memorial Temple
01/31/2014,"Gruwell, Chris",Platinum Advisors,$0.00,San Francisco Fire Fighters Local 798
05/31/2011,"Gruwell, Chris",Platinum Advisors,$0.00,Ch2m-Hill
05/31/2014,"New, Janan",Sfaa,$1500.00,Veritas Real Estate Investment
02/28/2010,"Gruwell, Chris",Platinum Advisors,$2500.00,Supershuttle
12/15/2011,"Smolens, H. Marcia",Hms Associates,$3000.00,Wilson Meany Sullivan
09/30/2011,"Gruwell, Chris",Platinum Advisors,$0.00,Redflex
01/31/2011,"Gruwell, Chris",Platinum Advisors,$5000.00,Pfizer
05/01/2012,"Daniller-Katz, Gia",Daniller Consulting Inc.,$6000.00,Jfcs
07/01/2011,"Young, Marcus",Jeffrey Scott Advertising San Francisco,$7500.00,Waste Management
07/01/2011,"Young, Marcus",Jeffrey Scott Advertising San Francisco,$7500.00,Waste Management
06/30/2010,"Gruwell, Chris",Platinum Advisors,$5000.00,Pbs&j
06/30/2014,"Gruwell, Chris",Platinum Advisors,$2500.00,Supershuttle
08/03/2010,"Smolens, H. Marcia",Hms Associates,$2500.00,Fresh & Easy Neighborhood Market
01/15/2012,"Lesser, Philip",Philip Lesser,$1500.00,"Chow Wallah, Inc."
11/30/2011,"Rossi, Jaime",Barbary Coast Consulting,$5000.00,Carollo Engineers
03/02/2012,"Smolens, H. Marcia",Hms Associates,$12500.00,Sf Waterfront Partners
07/31/2012,"Rossi, Jaime",Barbary Coast Consulting,$0.00,Orange Barrel Media
08/15/2012,"Smolens, H. Marcia",Hms Associates,$3000.00,Wilson Meany
10/31/2013,"Gruwell, Chris",Platinum Advisors,$4250.00,Clear Channel Outdoor
02/28/2013,"Gruwell, Chris",Platinum Advisors,$3000.00,Zipcar
06/30/2013,"Clemens, Alex",Barbary Coast Consulting,$5000.00,"California Mortgage And Realty, Inc."
03/01/2010,"Tourk, Alex",Ground Floor Public Affairs,$5000.00,National Promotions And Ads
03/01/2010,"Tourk, Alex",Ground Floor Public Affairs,$5000.00,National Promotions And Ads
03/31/2011,"Clemens, Alex",Barbary Coast Consulting,$0.00,Walgreens
12/31/2013,"Gruwell, Chris",Platinum Advisors,$5000.00,Black & Veatch
02/23/2010,"Vettel, Steve",Farella Braun And Martel,$152.50,Wysteria Llc
09/30/2011,"Gruwell, Chris",Platinum Advisors,$5000.00,Adjusters International
11/30/2012,"Gruwell, Chris",Platinum Advisors,$5000.00,Amec
08/20/2010,"Vettel, Steve",Farella Braun And Martel,$610.00,Urban West Associates Of San Diego
04/01/2013,"Lesser, Philip",Philip Lesser,$1500.00,"Ken Ken Ramen, Llc"
08/31/2014,"Gruwell, Chris",Platinum Advisors,$5000.00,Shorenstein
12/31/2013,"Gruwell, Chris",Platinum Advisors,$0.00,Nick Podell Inc.
06/01/2014,"Lapointe, Denise",Lapointe And Associates,$7500.00,Forest City Enterprises
03/31/2014,"New, Janan",Sfaa,$1500.00,Veritas Real Estate Investment
06/30/2014,"Turner, Brook",Coalition For Better Housing,$7500.00,Coalition For Better Housing
05/01/2010,"Gregg, Andrew",Atg Consulting,$3000.00,Neptune Society Of N. California
08/01/2012,"Daniller-Katz, Gia",Daniller Consulting Inc.,$6000.00,Jfcs
06/29/2012,"Gruwell, Chris",Platinum Advisors,$5000.00,Lion Enterprises
10/01/2013,"Smith, Kimberly",Kls Consulting,$4000.00,De Anza Properties
05/31/2014,"Clemens, Alex",Barbary Coast Consulting,$1000.00,Sf Spca
04/30/2013,"Kincaid, Katie",Barbary Coast Consulting,$0.00,Walgreens
10/31/2010,"Gruwell, Chris",Platinum Advisors,$5000.00,Mactec
07/31/2010,"Gruwell, Chris",Platinum Advisors,$5000.00,Mactec
04/30/2012,"Smith, Alexis",Barbary Coast Consulting,$0.00,Orange Barrel Media
09/30/2013,"Gruwell, Chris",Platinum Advisors,$5000.00,"Stv, Inc."
07/07/2011,"Smolens, H. Marcia",Hms Associates,$15000.00,Millennium Partners
07/31/2013,"Gruwell, Chris",Platinum Advisors,$10000.00,Golden State Warriors
05/03/2010,"Lauter, Samuel","Barnes, Mosher, Whitehurst, Lauter And Partners, Inc.",$1000.00,"Emporium Development, Llc"
12/31/2012,"Gruwell, Chris",Platinum Advisors,$0.00,Beer Institute
01/01/2012,"Daniller-Katz, Gia",Daniller Consulting Inc.,$6500.00,Jpmorgan Chase
02/01/2014,"Lapointe, Denise",Lapointe And Associates,$1500.00,Protect Our Benefits
08/23/2013,"Hantman, David",Airbnb,$700.00,Airbnb Inc.
04/30/2012,"Clemens, Alex",Barbary Coast Consulting,$5000.00,Coda Automotive
05/31/2014,"Gruwell, Chris",Platinum Advisors,$2500.00,Recology
08/01/2010,"Clemens, Alex",Barbary Coast Consulting,$0.00,Skills Dj Workshop
06/01/2010,"Lauter, Samuel","Barnes, Mosher, Whitehurst, Lauter And Partners, Inc.",$7500.00,Maritz Wolff
11/30/2010,"Gruwell, Chris",Platinum Advisors,$0.00,"Ferry Building Associates, Llc; Ferry Building Investors, Llc"
05/31/2012,"Gruwell, Chris",Platinum Advisors,$0.00,Board Of Directors Of San Francisco Zoological Society
06/01/2012,"Lauter, Samuel","Bmwl & Partners, Inc",$2000.00,Pacific Union Club
07/31/2013,"Peterson, Rich","Goodyear-Peterson, Llc",$2850.00,"Hudson Pacific Properties, Inc."
09/30/2011,"Clemens, Alex",Barbary Coast Consulting,$3500.00,Recology
09/01/2013,"Colbruno, Michael",Milo Group Of California,$10000.00,Rescue Air
03/31/2013,"Alberti, Adam","Singer Associates, Inc.",$367.50,Sims Metal Management
12/16/2013,"Newman, John",John Newman,$12500.00,New South Parking
06/30/2014,"Rossi, Jaime",Barbary Coast Consulting,$0.00,Walgreens
05/01/2012,"Daniller-Katz, Gia",Daniller Consulting Inc.,$6500.00,Jpmorgan Chase
07/31/2014,"Gruwell, Chris",Platinum Advisors,$2000.00,Boston Properties Limited Partnership
12/01/2010,"Rossi, Jaime",Barbary Coast Consulting,$0.00,San Francisco Carts And Concessions
07/31/2012,"Gruwell, Chris",Platinum Advisors,$20000.00,Recology
03/31/2014,"Clemens, Alex",Barbary Coast Consulting,$0.00,San Francisco Giants
09/30/2013,"Rossi, Jaime",Barbary Coast Consulting,$0.00,Apic
03/14/2013,"Gladstone, Brett",Hanson Bridgett Llp,$15582.00,Joel Campos
02/01/2010,"Smolens, H. Marcia",Hms Associates,$5000.00,Acs Government Solutions
02/16/2010,"Vettel, Steve",Farella Braun And Martel,$610.00,California Masonic Memorial Temple
03/31/2011,"Gruwell, Chris",Platinum Advisors,$0.00,Beer Institute
10/31/2012,"Gruwell, Chris",Platinum Advisors,$5000.00,Hines
12/31/2011,"Gruwell, Chris",Platinum Advisors,$5000.00,"Stv, Inc."
09/30/2010,"Gruwell, Chris",Platinum Advisors,$3000.00,Zipcar
10/31/2012,"Gruwell, Chris",Platinum Advisors,$2500.00,Mark Cavagnero Associates
05/03/2011,"Smolens, H. Marcia",Hms Associates,$7000.00,"Comcast Cable Communications, Inc."
05/31/2011,"Rossi, Jaime",Barbary Coast Consulting,$0.00,California Music And Culture Association
12/31/2013,"New, Janan",Sfaa,$7500.00,Sfaa
10/31/2011,"Kaufman, Jon",Solem & Associates,$5000.00,Brown & Toland Medical Group
10/31/2010,"Gruwell, Chris",Platinum Advisors,$5000.00,Pbs&j
06/30/2013,"Gruwell, Chris",Platinum Advisors,$15000.00,Aecom
08/31/2014,"Gruwell, Chris",Platinum Advisors,$0.00,Koret Family House
02/28/2011,"Gruwell, Chris",Platinum Advisors,$0.00,Parsons Brinkerhoff
